Grid	Japanese(Kanji)	Japanese(Kana)	Romanized Japanese	Latitude	Longitude	Classification
5539	中禅寺湖	ちゅうぜんじこ	Chuzenji Ko	36°44'	139°28'	Lake
5337	駄知	だち	Dachi	35°20'	137°14'	Populated area
5236	大安	だいあん	Daian	35°06'	136°32'	Populated area
5338	大菩薩嶺	だいぼさつれい	Daibosatsu Rei	35°45'	138°51'	Mountain
5540	大子町	だいごまち	Daigo Machi	36°46'	140°21'	Municipality
	第５鹿島海山	だいごかしまかいざん	Daigo-Kashima Kaizan	35°46'	144°19'	Undersea feature
	第１鹿島海山	だいいちかしまかいざん	Daiichi-Kashima Kaizan	35°48'	142°40'	Undersea feature
	第１紀南海山	だいいちきなんかいざん	Daiichi-Kinan Kaizan	30°28'	136°18'	Undersea feature
	大寒海山	だいかんかいざん	Daikan Kaizan	21°24'	141°38'	Undersea feature
6444	大黒島	だいこくじま	Daikoku Jima	42°57'	144°52'	Island
5238	大無間山	だいむけんざん	Daimuken Zan	35°15'	138°10'	Mountain
5639	大日岳	だいにちだけ	Dainichi Dake	37°50'	139°40'	Mountain
5436	大日山	だいにちざん	Dainichi Zan	36°10'	136°30'	Mountain
5436	大日ヶ岳	だいにちがたけ	Dainichigatake	36°00'	136°50'	Mountain
	第２鹿島海山	だいにかしまかいざん	Daini-Kashima Kaizan	36°02'	143°30'	Undersea feature
	第２紀南海山	だいにきなんかいざん	Daini-Kinan Kaizan	30°10'	136°44'	Undersea feature
5136	大王崎	だいおうざき	Daio Zaki	34°17'	136°54'	Cape
	第３鹿島海山	だいさんかしまかいざん	Daisan-Kashima Kaizan	36°11'	143°47'	Undersea feature
5333	大山	だいせん	Daisen	35°22'	133°33'	Mountain
5333	大山町	だいせんちょう	Daisen Cho	35°31'	133°30'	Municipality
5940	大仙市	だいせんし	Daisen Shi	39°27'	140°29'	Municipality
5133	大川山	だいせんざん	Daisen Zan	34°07'	133°56'	Mountain
6240	大千軒岳	だいせんげんだけ	Daisengen Dake	41°35'	140°10'	Mountain
5436	大聖寺川	だいしょうじがわ	Daishoji Gawa	36°18'	136°15'	River
5437	大天井岳	だいてんじょうだけ	Daitenjo Dake	36°22'	137°42'	Mountain
	大東海嶺	だいとうかいれい	Daito Kairei	25°35'	132°18'	Undersea feature
	大東海嶺群	だいとうかいれいぐん	Daito Kaireigun	25°27'	133°05'	Undersea feature
5235	大東市	だいとうし	Daito Shi	34°43'	135°37'	Municipality
5539	大谷川	だいやがわ	Daiya Gawa	36°45'	139°46'	River
	第４鹿島海山	だいよんかしまかいざん	Daiyon-Kashima Kaizan	36°17'	143°58'	Undersea feature
5234	段ヶ峰	だんがみね	Dangamine	35°11'	134°44'	Mountain
4828	男女群島	だんじょぐんとう	Danjo Gunto	32°02'	128°20'	Extensive natural feature
5238	達磨山	だるまやま	Daruma Yama	34°57'	138°50'	Mountain
6340	伊達市	だてし	Date Shi	42°28'	140°52'	Municipality
5640	伊達市	だてし	Date Shi	37°49'	140°34'	Municipality
5030	太宰府市	だざいふし	Dazaifu Shi	33°31'	130°31'	Municipality
4630	デン島	デンしま	Den Shima	30°45'	130°06'	Island
5940	出羽山地	でわさんち	Dewa Sanchi	39°37'	140°19'	Extensive natural feature
5439	堂平山	どうだいらさん	Dodaira San	36°00'	139°11'	Mountain
4932	堂が森	どうがもり	Dogamori	33°10'	132°53'	Mountain
5433	島後	どうご	Dogo	36°15'	133°17'	Island
5433	島後水道	どうごすいどう	Dogo Suido	36°09'	133°12'	Sea Area
5233	道後山	どうごやま	Dogo Yama	35°04'	133°14'	Mountain
5033	土居	どい	Doi	33°57'	133°26'	Populated area
5133	土器川	どきがわ	Doki Gawa	34°18'	133°48'	River
	独歩海山	どっぽかいざん	Doppo Kaizan	23°15'	127°05'	Undersea feature
	土星海山	どせいかいざん	Dosei Kaizan	20°48'	136°25'	Undersea feature
5339	道志村	どうしむら	Doshi Mura	35°32'	139°02'	Municipality
	土曜海山	どようかいざん	Doyo Kaizan	27°40'	140°48'	Undersea feature
5033	銅山川	どうざんがわ	Dozan Gawa	33°58'	133°45'	River
5433	島前	どうぜん	Dozen	36°03'	133°03'	Extensive natural feature
6241	恵山	えさん	E San	41°48'	141°10'	Mountain
5741	江合川	えあいがわ	Eai Gawa	38°32'	141°14'	River
6441	江別市	えべつし	Ebetsu Shi	43°06'	141°32'	Municipality
5339	海老名市	えびなし	Ebina Shi	35°27'	139°23'	Municipality
4830	えびの市	えびのし	Ebino Shi	32°03'	130°49'	Municipality
4730	烏帽子岳	えぼしだけ	Eboshi Dake	31°52'	130°36'	Mountain
5940	烏帽子岳（乳頭山）	えぼしだけ（にゅうとうざん）	Eboshi Dake (Nyuto Zan)	39°48'	140°50'	Mountain
5029	烏帽子島	えぼししま	Eboshi Shima	33°41'	129°59'	Island
5233	烏帽子山	えぼしやま	Eboshi Yama	35°04'	133°03'	Mountain
5236	愛知川	えちがわ	Echi Gawa	35°13'	136°07'	River
5639	越後平野	えちごへいや	Echigo Heiya	37°49'	139°00'	Extensive natural feature
5639	越後山脈	えちごさんみゃく	Echigo Sanmyaku	37°24'	139°22'	Extensive natural feature
5336	越前町	えちぜんちょう	Echizen Cho	35°58'	136°08'	Municipality
5335	越前岬	えちぜんみさき	Echizen Misaki	35°59'	135°57'	Cape
5336	越前市	えちぜんし	Echizen Shi	35°54'	136°10'	Municipality
	枝手久海山	えだてくかいざん	Edateku Kaizan	27°37'	132°15'	Undersea feature
5339	江戸川	えどがわ	Edo Gawa	35°41'	139°57'	River
5339	江戸川区	えどがわく	Edogawa Ku	35°42'	139°52'	Municipality
5032	愛媛県	えひめけん	Ehime Ken	33°51'	132°46'	Municipality
5436	永平寺町	えいへいじちょう	Eiheiji Cho	36°06'	136°18'	Municipality
5337	恵那山	えなさん	Ena San	35°27'	137°36'	Mountain
5337	恵那市	えなし	Ena Shi	35°27'	137°25'	Municipality
6741	遠別町	えんべつちょう	Enbetsu Cho	44°43'	141°48'	Municipality
6741	遠別川	えんべつがわ	Enbetsu Gawa	44°43'	141°47'	River
6643	遠軽町	えんがるちょう	Engaru Cho	44°04'	143°32'	Municipality
6441	恵庭岳	えにわだけ	Eniwa Dake	42°48'	141°17'	Mountain
6441	恵庭市	えにわし	Eniwa Shi	42°53'	141°35'	Municipality
4831	可愛岳	えのだけ	Eno Dake	32°39'	131°39'	Mountain
4929	江島	えのしま	Eno Shima	33°01'	129°21'	Island
5239	江の島	えのしま	Enoshima	35°18'	139°29'	Island
5137	遠州灘	えんしゅうなだ	Enshu Nada	34°28'	137°36'	Sea Area
	遠州灘沖海山	えんしゅうなだおきかいざん	Enshunada-Oki Kaizan	33°02'	137°43'	Undersea feature
6239	江良岳	えらだけ	Era Dake	41°31'	139°22'	Mountain
6343	えりも町	えりもちょう	Erimo Cho	42°01'	143°09'	Municipality
	襟裳海山	えりもかいざん	Erimo Kaizan	40°54'	144°58'	Undersea feature
6243	襟裳岬	えりもみさき	Erimo Misaki	41°55'	143°15'	Cape
6241	恵山岬	えさんみさき	Esan Misaki	41°49'	141°11'	Cape
6442	エサオマントッタベツ岳	エサオマントッタベツだけ	Esaomantottabetsu Dake	42°41'	142°45'	Mountain
6240	江差町	えさしちょう	Esashi Cho	41°52'	140°08'	Municipality
6742	枝幸町	えさしちょう	Esashi Cho	44°56'	142°35'	Municipality
5132	江田島市	えたじまし	Etajima Shi	34°10'	132°28'	Municipality
5332	恵曇	えとも	Etomo	35°32'	132°59'	Populated area
6848	択捉海峡	えとろふかいきょう	Etorofu Kaikyo	45°36'	148°47'	Sea Area
6747	択捉島	えとろふとう	Etorofu To	45°05'	147°47'	Island
3624	冨崎（観音埼）	ふさき（かんのんさき）	Fu Saki (Kannon Saki)	24°22'	124°07'	Cape
5132	府中町	ふちゅうちょう	Fuchu Cho	34°24'	132°30'	Municipality
5339	府中市	ふちゅうし	Fuchu Shi	35°40'	139°29'	Municipality
5133	府中市	ふちゅうし	Fuchu Shi	34°34'	133°14'	Municipality
6041	普代村	ふだいむら	Fudai Mura	40°00'	141°53'	Municipality
5338	笛吹川	ふえふきがわ	Fuefuki Gawa	35°33'	138°28'	River
5338	笛吹市	ふえふきし	Fuefuki Shi	35°39'	138°38'	Municipality
5238	富士川	ふじかわ	Fuji Kawa	35°07'	138°38'	River
5338	富士山	ふじさん	Fuji San	35°22'	138°44'	Mountain
5238	富士市	ふじし	Fuji Shi	35°10'	138°41'	Municipality
5238	藤枝市	ふじえだし	Fujieda Shi	34°52'	138°15'	Municipality
5135	藤井寺市	ふじいでらし	Fujiidera Shi	34°34'	135°36'	Municipality
5338	富士川町	ふじかわちょう	Fujikawa Cho	35°34'	138°28'	Municipality
5338	富士河口湖町	ふじかわぐちこまち	Fujikawaguchiko Machi	35°30'	138°45'	Municipality
5338	富士見町	ふじみまち	Fujimi Machi	35°55'	138°14'	Municipality
5339	富士見市	ふじみし	Fujimi Shi	35°51'	139°33'	Municipality
5339	ふじみ野市	ふじみのし	Fujimino Shi	35°53'	139°31'	Municipality
	風神海山	ふうじんかいざん	Fujin Kaizan	24°01'	142°58'	Undersea feature
5238	富士宮市	ふじのみやし	Fujinomiya Shi	35°13'	138°37'	Municipality
5439	藤岡市	ふじおかし	Fujioka Shi	36°16'	139°04'	Municipality
6040	藤崎町	ふじさきまち	Fujisaki Machi	40°39'	140°30'	Municipality
6040	藤里町	ふじさとまち	Fujisato Machi	40°17'	140°16'	Municipality
5339	藤沢市	ふじさわし	Fujisawa Shi	35°20'	139°29'	Municipality
5236	藤原	ふじわら	Fujiwara	35°09'	136°29'	Populated area
5338	富士吉田市	ふじよしだし	Fujiyoshida Shi	35°29'	138°48'	Municipality
6542	深川市	ふかがわし	Fukagawa Shi	43°43'	142°03'	Municipality
4931	深島	ふかしま	Fukashima	32°43'	131°56'	Island
6039	深浦町	ふかうらまち	Fukaura Machi	40°39'	139°56'	Municipality
5439	深谷市	ふかやし	Fukaya Shi	36°12'	139°17'	Municipality
4730	吹上浜	ふきあげはま	Fukiage Hama	31°28'	130°18'	Cape
5030	福智町	ふくちまち	Fukuchi Machi	33°41'	130°47'	Municipality
5235	福知山市	ふくちやまし	Fukuchiyama Shi	35°18'	135°08'	Municipality
4928	福江島	ふくえじま	Fukue Jima	32°41'	128°44'	Island
5436	福井県	ふくいけん	Fukui Ken	36°04'	136°13'	Municipality
5436	福井市	ふくいし	Fukui Shi	36°04'	136°13'	Municipality
5030	福岡県	ふくおかけん	Fukuoka Ken	33°36'	130°25'	Municipality
5030	福岡市	ふくおかし	Fukuoka Shi	33°35'	130°24'	Municipality
5030	福岡湾	ふくおかわん	Fukuoka Wan	33°38'	130°20'	Sea Area
5237	袋井市	ふくろいし	Fukuroi Shi	34°45'	137°56'	Municipality
	フクロウナギ海脚	フクロウナギかいきゃく	Fukuro-Unagi Kaikyaku	23°21'	153°41'	Undersea feature
5234	福崎町	ふくさきちょう	Fukusaki Cho	34°57'	134°46'	Municipality
6240	福島町	ふくしまちょう	Fukushima Cho	41°29'	140°15'	Municipality
5640	福島県	ふくしまけん	Fukushima Ken	37°45'	140°28'	Municipality
5640	福島市	ふくしまし	Fukushima Shi	37°46'	140°28'	Municipality
3641	福徳海山	ふくとくかいざん	Fukutoku Kaizan	24°05'	141°37'	Undersea feature
5030	福津市	ふくつし	Fukutsu Shi	33°46'	130°29'	Municipality
	福山海山	ふくやまかいざん	Fukuyama Kaizan	22°23'	143°07'	Undersea feature
5133	福山市	ふくやまし	Fukuyama Shi	34°29'	133°22'	Municipality
	文月海山	ふみづきかいざん	Fumizuki Kaizan	23°31'	135°32'	Undersea feature
5339	船橋市	ふなばしし	Funabashi Shi	35°42'	139°59'	Municipality
5840	舟形町	ふながたまち	Funagata Machi	38°41'	140°19'	Municipality
5740	船形山	ふながたやま	Funagata Yama	38°27'	140°37'	Mountain
5537	舟橋村	ふなはしむら	Funahashi Mura	36°42'	137°18'	Municipality
	ふね星海山	ふねぼしかいざん	Funeboshi Kaizan	17°32'	134°38'	Undersea feature
5232	布野	ふの	Funo	34°53'	132°47'	Populated area
6441	風不死岳	ふっぷしだけ	Fuppushi Dake	42°43'	141°22'	Mountain
6542	富良野岳	ふらのだけ	Furano Dake	43°24'	142°38'	Mountain
6542	富良野市	ふらのし	Furano Shi	43°21'	142°23'	Municipality
6445	風蓮川	ふうれんがわ	Furen Gawa	43°19'	145°15'	River
6445	風蓮湖	ふうれんこ	Furen Ko	43°18'	145°21'	Lake
	不老海山	ふろうかいざん	Furo Kaizan	24°29'	135°17'	Undersea feature
6440	古平町	ふるびらちょう	Furubira Cho	43°16'	140°38'	Municipality
4530	古岳	ふるだけ	Furudake	30°26'	130°13'	Mountain
5540	古殿町	ふるどのまち	Furudono Machi	37°05'	140°33'	Municipality
6645	古釜布	ふるかまっぷ	Furukamappu	44°02'	145°51'	Populated area
5235	伏見	ふしみ	Fushimi	34°56'	135°46'	Populated area
5131	椹野川	ふしのがわ	Fushino Gawa	34°03'	131°24'	River
5336	扶桑町	ふそうちょう	Fuso Cho	35°22'	136°55'	Municipality
5339	福生市	ふっさし	Fussa Shi	35°44'	139°20'	Municipality
	双葉海山	ふたばかいざん	Futaba Kaizan	37°09'	144°38'	Undersea feature
5540	双葉町	ふたばまち	Futaba Machi	36°55'	140°48'	Municipality
5029	二神島	ふたがみしま	Futagami Shima	33°36'	129°33'	Island
5031	両子山	ふたごさん	Futago San	33°35'	131°36'	Mountain
5438	二子山	ふたごやま	Futago Yama	36°04'	138°52'	Mountain
5130	蓋井島	ふたおいじま	Futaoi Jima	34°06'	130°47'	Island
6040	二ッ森	ふたつもり	Futatsumori	40°26'	140°07'	Mountain
5239	富津市	ふっつし	Futtsu Shi	35°18'	139°51'	Municipality
4429	臥蛇島	がじゃじま	Gaja Jima	29°54'	129°32'	Island
5437	餓鬼岳	がきだけ	Gaki Dake	36°27'	137°44'	Mountain
5237	蒲郡市	がまごおりし	Gamagori Shi	34°50'	137°13'	Municipality
5740	月山	がっさん	Gassan	38°33'	140°02'	Mountain
5033	芸西村	げいせいむら	Geisei Mura	33°32'	133°49'	Municipality
5132	芸予諸島	げいよしょとう	Geiyo Shoto	34°09'	132°40'	Extensive natural feature
	元号海山群	げんごうかいざんぐん	Gengo Kaizangun	29°56'	138°42'	Undersea feature
	源氏星海山	げんじぼしかいざん	Genjiboshi Kaizan	19°09'	136°34'	Undersea feature
5029	玄海町	げんかいちょう	Genkai Cho	33°28'	129°52'	Municipality
5030	玄界島	げんかいじま	Genkai Jima	33°41'	130°14'	Island
5030	玄界灘	げんかいなだ	Genkai Nada	33°50'	130°10'	Sea Area
	元禄海山	げんろくかいざん	Genroku Kaizan	31°00'	139°00'	Undersea feature
5337	下呂市	げろし	Gero Shi	35°48'	137°15'	Municipality
	夏至海山	げしかいざん	Geshi Kaizan	22°44'	141°58'	Undersea feature
	月曜海山	げつようかいざん	Getsuyo Kaizan	29°18'	140°28'	Undersea feature
5336	岐阜県	ぎふけん	Gifu Ken	35°23'	136°43'	Municipality
5336	岐阜市	ぎふし	Gifu Shi	35°25'	136°46'	Municipality
5336	岐南町	ぎなんちょう	Ginan Cho	35°23'	136°47'	Municipality
3927	宜野湾市	ぎのわんし	Ginowan Shi	26°17'	127°47'	Municipality
3927	宜野座村	ぎのざそん	Ginoza Son	26°29'	127°59'	Municipality
5339	銀座	ぎんざ	Ginza	35°40'	139°46'	Populated area
	祇園海山列	ぎおんかいざんれつ	Gion Kaizan Retsu	20°08'	132°40'	Undersea feature
5129	郷崎	ごうざき	Go Zaki	34°20'	129°12'	Cape
5035	御坊市	ごぼうし	Gobo Shi	33°53'	135°09'	Municipality
5336	神戸町	ごうどちょう	Godo Cho	35°25'	136°37'	Municipality
5032	興居島	ごごしま	Gogo Shima	33°54'	132°41'	Island
5135	五條市	ごじょうし	Gojo Shi	34°21'	135°42'	Municipality
5940	五城目町	ごじょうめまち	Gojome Machi	39°57'	140°07'	Municipality
5439	五霞町	ごかまち	Goka Machi	36°07'	139°45'	Municipality
4931	五ヶ瀬町	ごかせちょう	Gokase Cho	32°41'	131°12'	Municipality
4831	五ヶ瀬川	ごかせがわ	Gokase Gawa	32°35'	131°43'	River
5135	護摩壇山	ごまだんざん	Gomadan Zan	34°03'	135°34'	Mountain
5339	権現山	ごんげんやま	Gongen Yama	35°40'	139°01'	Mountain
4830	権現山	ごんげんやま	Gongen Yama	32°14'	130°02'	Mountain
6041	五戸川	ごのへがわ	Gonohe Gawa	40°35'	141°28'	River
6041	五戸町	ごのへまち	Gonohe Machi	40°32'	141°18'	Municipality
5232	江の川	ごうのかわ	Gonokawa	35°02'	132°14'	River
5232	江の川（可愛川）	ごうのかわ（えのかわ）	Gonokawa (Eno Kawa)	34°48'	132°50'	River
5537	五龍岳	ごりゅうだけ	Goryu Dake	36°40'	137°45'	Mountain
5135	御所市	ごせし	Gose Shi	34°28'	135°44'	Municipality
5639	五泉市	ごせんし	Gosen Shi	37°45'	139°11'	Municipality
6140	五所川原市	ごしょがわらし	Goshogawara Shi	40°48'	140°27'	Municipality
5238	御殿場市	ごてんばし	Gotenba Shi	35°19'	138°56'	Municipality
4928	五島列島	ごとうれっとう	Goto Retto	32°59'	128°52'	Extensive natural feature
4928	五島市	ごとうし	Goto Shi	32°42'	128°50'	Municipality
5232	江津市	ごうつし	Gotsu Shi	35°01'	132°13'	Municipality
5841	五葉山	ごようざん	Goyo Zan	39°12'	141°44'	Mountain
5236	御在所山	ございしょやま	Gozaisho Yama	35°01'	136°25'	Mountain
5336	郡上市	ぐじょうし	Gujo Shi	35°45'	136°58'	Municipality
5439	群馬県	ぐんまけん	Gunma Ken	36°23'	139°04'	Municipality
5439	行田市	ぎょうだし	Gyoda Shi	36°08'	139°27'	Municipality
4930	玉東町	ぎょくとうまち	Gyokuto Machi	32°55'	130°38'	Municipality
5740	葉山	はやま	Ha Yama	38°32'	140°13'	Mountain
5135	羽曳野市	はびきのし	Habikino Shi	34°33'	135°36'	Municipality
6546	歯舞群島	はぼまいぐんとう	Habomai Gunto	43°37'	146°06'	Extensive natural feature
6641	羽幌町	はぼろちょう	Haboro Cho	44°22'	141°42'	Municipality
6641	羽幌川	はぼろがわ	Haboro Gawa	44°23'	141°42'	River
5239	波浮港	はぶみなと	Habuminato	34°41'	139°26'	Populated area
5438	鉢伏山	はちぶせやま	Hachibuse Yama	36°10'	138°04'	Mountain
4939	八丈島	はちじょうじま	Hachijo Jima	33°06'	139°48'	Island
4939	八丈町	はちじょうまち	Hachijo Machi	33°07'	139°47'	Municipality
6240	八幡岳	はちまんだけ	Hachiman Dake	41°51'	140°14'	Mountain
5940	八幡平	はちまんたい	Hachiman Tai	39°58'	140°52'	Extensive natural feature
5240	八幡岬	はちまんざき	Hachiman Zaki	35°08'	140°19'	Cape
5941	八幡平市	はちまんたいし	Hachimantai Shi	39°57'	141°04'	Municipality
5437	鉢盛山	はちもりやま	Hachimori Yama	36°05'	137°45'	Mountain
6041	八戸市	はちのへし	Hachinohe Shi	40°31'	141°29'	Municipality
